Query_Species	Query_NUMT	DB_Species	Matches_NUMT
CHM13	CHM13_numt48	mPanPan1	mPanPan1_numt95
CHM13	CHM13_numt48	mPanTro3	mPanTro3_numt89
CHM13	CHM13_numt48	mPonAbe1	mPonAbe1_numt105
CHM13	CHM13_numt48	mPonPyg2	mPonPyg2_numt104
CHM13	CHM13_numt50	mGorGor1	mGorGor1_numt103
CHM13	CHM13_numt50	mPanPan1	mPanPan1_numt93
CHM13	CHM13_numt50	mPanTro3	mPanTro3_numt88
CHM13	CHM13_numt51	mGorGor1	(not_in_v1)
CHM13	CHM13_numt51	mPanPan1	(not_in_v1)
CHM13	CHM13_numt51	mPanTro3	(not_in_v1)
CHM13	CHM13_numt51	mPonAbe1	(not_in_v1)
CHM13	CHM13_numt51	mPonPyg2	(not_in_v1)
CHM13	CHM13_numt51	mSymSyn1	(not_in_v1)
CHM13	CHM13_numt52	mGorGor1	mGorGor1_numt102
CHM13	CHM13_numt52	mPanTro3	mPanTro3_numt87
CHM13	CHM13_numt52	mPonAbe1	mPonAbe1_numt100
CHM13	CHM13_numt52	mPonPyg2	mPonPyg2_numt101
CHM13	CHM13_numt53	mGorGor1	(not_in_v1)
CHM13	CHM13_numt53	mPanPan1	(not_in_v1)
CHM13	CHM13_numt53	mPanTro3	(not_in_v1)
CHM13	CHM13_numt53	mPonAbe1	(not_in_v1)
CHM13	CHM13_numt53	mPonPyg2	(not_in_v1)
CHM13	CHM13_numt53	mSymSyn1	(not_in_v1)
CHM13	CHM13_numt54	mGorGor1	mGorGor1_numt101
CHM13	CHM13_numt54	mPanPan1	mPanPan1_numt91
CHM13	CHM13_numt54	mPanTro3	mPanTro3_numt86
CHM13	CHM13_numt54	mPonAbe1	mPonAbe1_numt98
CHM13	CHM13_numt54	mPonPyg2	mPonPyg2_numt99
CHM13	CHM13_numt55	mGorGor1	mGorGor1_numt100
CHM13	CHM13_numt55	mPanPan1	mPanPan1_numt90
CHM13	CHM13_numt55	mPanTro3	mPanTro3_numt85
CHM13	CHM13_numt55	mPonAbe1	mPonAbe1_numt97
CHM13	CHM13_numt55	mPonPyg2	mPonPyg2_numt98
CHM13	CHM13_numt56	mGorGor1	mGorGor1_numt99
CHM13	CHM13_numt56	mPanPan1	mPanPan1_numt89
CHM13	CHM13_numt56	mPanTro3	mPanTro3_numt84
CHM13	CHM13_numt56	mPonAbe1	mPonAbe1_numt96
CHM13	CHM13_numt56	mPonPyg2	mPonPyg2_numt97
CHM13	CHM13_numt57	mGorGor1	mGorGor1_numt98
CHM13	CHM13_numt57	mPanPan1	mPanPan1_numt88
CHM13	CHM13_numt57	mPanTro3	mPanTro3_numt83
CHM13	CHM13_numt57	mPonAbe1	mPonAbe1_numt94
CHM13	CHM13_numt57	mPonPyg2	mPonPyg2_numt95
CHM13	CHM13_numt59	mGorGor1	mGorGor1_numt96
CHM13	CHM13_numt59	mGorGor1	mGorGor1_numt97
CHM13	CHM13_numt59	mPanPan1	mPanPan1_numt85
CHM13	CHM13_numt59	mPanPan1	mPanPan1_numt86
CHM13	CHM13_numt59	mPanTro3	mPanTro3_numt81
CHM13	CHM13_numt59	mPanTro3	mPanTro3_numt82
CHM13	CHM13_numt59	mPonAbe1	mPonAbe1_numt91
CHM13	CHM13_numt59	mPonAbe1	mPonAbe1_numt92
CHM13	CHM13_numt59	mPonPyg2	mPonPyg2_numt92
CHM13	CHM13_numt59	mPonPyg2	mPonPyg2_numt93
CHM13	CHM13_numt60	mGorGor1	mGorGor1_numt95
CHM13	CHM13_numt60	mPanPan1	mPanPan1_numt84
CHM13	CHM13_numt60	mPanTro3	mPanTro3_numt80
CHM13	CHM13_numt60	mPonAbe1	mPonAbe1_numt90
CHM13	CHM13_numt60	mPonPyg2	mPonPyg2_numt91
CHM13	CHM13_numt61	mPanPan1	mPanPan1_numt83
CHM13	CHM13_numt61	mPanTro3	mPanTro3_numt79
CHM13	CHM13_numt62	mGorGor1	mGorGor1_numt94
CHM13	CHM13_numt62	mPanPan1	mPanPan1_numt82
CHM13	CHM13_numt62	mPanTro3	mPanTro3_numt78
CHM13	CHM13_numt62	mPonAbe1	mPonAbe1_numt89
CHM13	CHM13_numt64	mGorGor1	mGorGor1_numt82
CHM13	CHM13_numt64	mGorGor1	mGorGor1_numt83
CHM13	CHM13_numt64	mGorGor1	mGorGor1_numt151
CHM13	CHM13_numt64	mGorGor1	mGorGor1_numt152
CHM13	CHM13_numt64	mGorGor1	mGorGor1_numt184
CHM13	CHM13_numt64	mGorGor1	mGorGor1_numt185
CHM13	CHM13_numt64	mPanPan1	mPanPan1_numt384
CHM13	CHM13_numt64	mPanPan1	mPanPan1_numt671
CHM13	CHM13_numt64	mPanPan1	mPanPan1_numt775
CHM13	CHM13_numt64	mPanTro3	mPanTro3_numt387
CHM13	CHM13_numt64	mPanTro3	mPanTro3_numt675
CHM13	CHM13_numt64	mPanTro3	mPanTro3_numt779
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt82
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt83
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt88
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt115
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt151
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt152
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt153
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt155
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt184
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt185
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt186
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt187
CHM13	CHM13_numt65	mGorGor1	(not_in_v1)
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt217
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt254
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt493
CHM13	CHM13_numt65	mGorGor1	mGorGor1_numt494
CHM13	CHM13_numt65	mPanPan1	mPanPan1_numt41
CHM13	CHM13_numt65	mPanPan1	mPanPan1_numt77
CHM13	CHM13_numt65	mPanPan1	mPanPan1_numt81
CHM13	CHM13_numt65	mPanPan1	mPanPan1_numt384
CHM13	CHM13_numt65	mPanPan1	mPanPan1_numt670
CHM13	CHM13_numt65	mPanPan1	mPanPan1_numt671
CHM13	CHM13_numt65	mPanPan1	mPanPan1_numt775
CHM13	CHM13_numt65	mPanTro3	mPanTro3_numt39
CHM13	CHM13_numt65	mPanTro3	mPanTro3_numt73
CHM13	CHM13_numt65	mPanTro3	mPanTro3_numt77
CHM13	CHM13_numt65	mPanTro3	mPanTro3_numt387
CHM13	CHM13_numt65	mPanTro3	mPanTro3_numt674
CHM13	CHM13_numt65	mPanTro3	mPanTro3_numt675
CHM13	CHM13_numt65	mPanTro3	mPanTro3_numt779
CHM13	CHM13_numt65	mPonPyg2	(not_in_v1)
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt82
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt83
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt84
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt88
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt115
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt151
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt152
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt153
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt155
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt184
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt185
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt186
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt187
CHM13	CHM13_numt66	mGorGor1	(not_in_v1)
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt217
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt254
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt493
CHM13	CHM13_numt66	mGorGor1	mGorGor1_numt494
CHM13	CHM13_numt66	mPanPan1	mPanPan1_numt41
CHM13	CHM13_numt66	mPanPan1	mPanPan1_numt77
CHM13	CHM13_numt66	mPanPan1	mPanPan1_numt81
CHM13	CHM13_numt66	mPanPan1	mPanPan1_numt384
CHM13	CHM13_numt66	mPanPan1	mPanPan1_numt670
CHM13	CHM13_numt66	mPanPan1	mPanPan1_numt671
CHM13	CHM13_numt66	mPanPan1	mPanPan1_numt775
CHM13	CHM13_numt66	mPanTro3	mPanTro3_numt39
CHM13	CHM13_numt66	mPanTro3	mPanTro3_numt73
CHM13	CHM13_numt66	mPanTro3	mPanTro3_numt77
CHM13	CHM13_numt66	mPanTro3	mPanTro3_numt387
CHM13	CHM13_numt66	mPanTro3	mPanTro3_numt674
CHM13	CHM13_numt66	mPanTro3	mPanTro3_numt675
CHM13	CHM13_numt66	mPanTro3	mPanTro3_numt779
CHM13	CHM13_numt66	mPonPyg2	(not_in_v1)
CHM13	CHM13_numt67	mGorGor1	mGorGor1_numt39
CHM13	CHM13_numt67	mGorGor1	mGorGor1_numt40
CHM13	CHM13_numt67	mGorGor1	mGorGor1_numt86
CHM13	CHM13_numt67	mGorGor1	mGorGor1_numt87
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt75
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt76
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt78
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt79
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt175
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt176
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt178
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt179
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt200
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt201
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt202
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt203
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt220
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt221
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt239
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt240
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt358
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt359
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt366
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt367
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt382
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt383
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt773
CHM13	CHM13_numt67	mPanPan1	mPanPan1_numt774
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt71
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt72
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt75
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt76
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt172
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt171
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt174
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt175
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt177
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt178
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt201
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt202
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt217
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt218
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt353
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt354
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt360
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt361
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt364
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt365
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt367
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt368
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt384
CHM13	CHM13_numt67	mPanTro3	mPanTro3_numt385
CHM13	CHM13_numt68	mGorGor1	mGorGor1_numt39
CHM13	CHM13_numt68	mGorGor1	mGorGor1_numt40
CHM13	CHM13_numt68	mGorGor1	mGorGor1_numt41
CHM13	CHM13_numt68	mGorGor1	mGorGor1_numt85
CHM13	CHM13_numt68	mGorGor1	mGorGor1_numt86
CHM13	CHM13_numt68	mGorGor1	mGorGor1_numt87
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt42
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt43
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt44
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt74
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt75
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt76
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt78
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt79
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt80
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt174
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt175
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt176
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt177
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt178
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt179
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt200
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt201
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt199
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt202
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt203
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt204
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt219
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt220
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt221
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt238
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt239
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt240
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt358
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt359
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt360
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt365
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt366
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt367
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt381
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt382
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt383
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt772
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt773
CHM13	CHM13_numt68	mPanPan1	mPanPan1_numt774
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt40
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt41
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt42
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt70
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt71
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt72
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt74
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt75
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt76
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt170
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt172
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt171
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt173
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt174
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt175
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt177
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt179
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt178
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt200
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt201
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt202
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt216
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt217
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt218
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt353
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt354
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt355
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt360
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt361
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt362
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt363
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt364
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt365
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt366
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt367
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt368
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt383
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt384
CHM13	CHM13_numt68	mPanTro3	mPanTro3_numt385
CHM13	CHM13_numt69	mGorGor1	mGorGor1_numt40
CHM13	CHM13_numt69	mGorGor1	mGorGor1_numt41
CHM13	CHM13_numt69	mGorGor1	mGorGor1_numt85
CHM13	CHM13_numt69	mGorGor1	mGorGor1_numt86
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt43
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt44
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt74
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt75
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt79
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt80
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt174
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt175
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt177
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt178
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt200
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt199
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt203
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt204
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt218
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt219
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt220
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt238
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt239
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt359
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt360
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt361
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt365
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt366
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt381
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt382
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt771
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt772
CHM13	CHM13_numt69	mPanPan1	mPanPan1_numt773
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt41
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt42
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt69
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt70
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt71
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt74
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt75
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt170
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt171
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt173
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt174
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt179
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt178
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt200
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt201
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt215
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt216
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt217
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt354
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt355
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt361
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt362
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt363
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt364
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt366
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt367
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt383
CHM13	CHM13_numt69	mPanTro3	mPanTro3_numt384
CHM13	CHM13_numt69	mPonAbe1	mPonAbe1_numt84
CHM13	CHM13_numt69	mPonAbe1	mPonAbe1_numt83
CHM13	CHM13_numt70	mGorGor1	mGorGor1_numt89
CHM13	CHM13_numt70	mPanPan1	mPanPan1_numt73
CHM13	CHM13_numt70	mPanTro3	mPanTro3_numt68
CHM13	CHM13_numt71	mGorGor1	mGorGor1_numt90
CHM13	CHM13_numt71	mPanPan1	mPanPan1_numt71
CHM13	CHM13_numt71	mPanTro3	mPanTro3_numt66
CHM13	CHM13_numt71	mPonAbe1	mPonAbe1_numt86
CHM13	CHM13_numt71	mPonPyg2	mPonPyg2_numt86
CHM13	CHM13_numt72	mGorGor1	mGorGor1_numt91
CHM13	CHM13_numt72	mPanPan1	mPanPan1_numt70
CHM13	CHM13_numt72	mPanTro3	mPanTro3_numt65
CHM13	CHM13_numt72	mPonAbe1	mPonAbe1_numt87
CHM13	CHM13_numt72	mPonPyg2	mPonPyg2_numt87
CHM13	CHM13_numt73	mGorGor1	mGorGor1_numt92
CHM13	CHM13_numt73	mPanPan1	mPanPan1_numt68
CHM13	CHM13_numt73	mPanTro3	mPanTro3_numt63
CHM13	CHM13_numt73	mPonAbe1	mPonAbe1_numt88
CHM13	CHM13_numt73	mPonPyg2	mPonPyg2_numt89
CHM13	CHM13_numt74	mGorGor1	mGorGor1_numt21
CHM13	CHM13_numt74	mPanPan1	mPanPan1_numt103
CHM13	CHM13_numt74	mPanTro3	mPanTro3_numt93
CHM13	CHM13_numt74	mPonAbe1	(not_in_v1)
CHM13	CHM13_numt74	mPonPyg2	(not_in_v1)
CHM13	CHM13_numt75	mGorGor1	mGorGor1_numt22
CHM13	CHM13_numt75	mGorGor1	mGorGor1_numt23
CHM13	CHM13_numt75	mPanPan1	mPanPan1_numt104
CHM13	CHM13_numt75	mPanTro3	mPanTro3_numt94
CHM13	CHM13_numt75	mPonAbe1	mPonAbe1_numt34
CHM13	CHM13_numt75	mPonAbe1	mPonAbe1_numt35
CHM13	CHM13_numt75	mPonPyg2	mPonPyg2_numt37
CHM13	CHM13_numt75	mPonPyg2	mPonPyg2_numt38
CHM13	CHM13_numt77	mGorGor1	mGorGor1_numt25
CHM13	CHM13_numt77	mPanPan1	mPanPan1_numt106
CHM13	CHM13_numt77	mPanTro3	mPanTro3_numt96
CHM13	CHM13_numt77	mPonAbe1	mPonAbe1_numt32
CHM13	CHM13_numt77	mPonPyg2	mPonPyg2_numt35
CHM13	CHM13_numt78	mGorGor1	mGorGor1_numt26
CHM13	CHM13_numt78	mGorGor1	mGorGor1_numt27
CHM13	CHM13_numt78	mPanPan1	mPanPan1_numt107
CHM13	CHM13_numt78	mPanPan1	mPanPan1_numt108
CHM13	CHM13_numt78	mPanTro3	mPanTro3_numt97
CHM13	CHM13_numt78	mPanTro3	mPanTro3_numt98
CHM13	CHM13_numt78	mPonAbe1	mPonAbe1_numt30
CHM13	CHM13_numt78	mPonAbe1	mPonAbe1_numt31
CHM13	CHM13_numt78	mPonPyg2	mPonPyg2_numt33
CHM13	CHM13_numt78	mPonPyg2	mPonPyg2_numt34
CHM13	CHM13_numt79	mGorGor1	mGorGor1_numt26
CHM13	CHM13_numt79	mGorGor1	mGorGor1_numt27
CHM13	CHM13_numt79	mGorGor1	mGorGor1_numt28
CHM13	CHM13_numt79	mPanPan1	mPanPan1_numt107
CHM13	CHM13_numt79	mPanPan1	mPanPan1_numt109
CHM13	CHM13_numt79	mPanPan1	mPanPan1_numt108
CHM13	CHM13_numt79	mPanTro3	mPanTro3_numt97
CHM13	CHM13_numt79	mPanTro3	mPanTro3_numt98
CHM13	CHM13_numt79	mPanTro3	mPanTro3_numt99
CHM13	CHM13_numt79	mPonAbe1	mPonAbe1_numt29
CHM13	CHM13_numt79	mPonAbe1	mPonAbe1_numt30
CHM13	CHM13_numt79	mPonAbe1	mPonAbe1_numt31
CHM13	CHM13_numt79	mPonPyg2	mPonPyg2_numt32
CHM13	CHM13_numt79	mPonPyg2	mPonPyg2_numt33
CHM13	CHM13_numt79	mPonPyg2	mPonPyg2_numt34
CHM13	CHM13_numt80	mGorGor1	mGorGor1_numt27
CHM13	CHM13_numt80	mGorGor1	mGorGor1_numt28
CHM13	CHM13_numt80	mGorGor1	mGorGor1_numt29
CHM13	CHM13_numt80	mPanPan1	mPanPan1_numt109
CHM13	CHM13_numt80	mPanPan1	mPanPan1_numt110
CHM13	CHM13_numt80	mPanPan1	mPanPan1_numt108
CHM13	CHM13_numt80	mPanTro3	mPanTro3_numt98
CHM13	CHM13_numt80	mPanTro3	mPanTro3_numt99
CHM13	CHM13_numt80	mPanTro3	mPanTro3_numt100
CHM13	CHM13_numt80	mPonAbe1	mPonAbe1_numt28
CHM13	CHM13_numt80	mPonAbe1	mPonAbe1_numt29
CHM13	CHM13_numt80	mPonAbe1	mPonAbe1_numt30
CHM13	CHM13_numt80	mPonPyg2	mPonPyg2_numt31
CHM13	CHM13_numt80	mPonPyg2	mPonPyg2_numt32
CHM13	CHM13_numt80	mPonPyg2	mPonPyg2_numt33
CHM13	CHM13_numt81	mGorGor1	mGorGor1_numt28
CHM13	CHM13_numt81	mGorGor1	mGorGor1_numt29
CHM13	CHM13_numt81	mPanPan1	mPanPan1_numt109
CHM13	CHM13_numt81	mPanPan1	mPanPan1_numt110
CHM13	CHM13_numt81	mPanTro3	mPanTro3_numt99
CHM13	CHM13_numt81	mPanTro3	mPanTro3_numt100
CHM13	CHM13_numt81	mPonAbe1	mPonAbe1_numt28
CHM13	CHM13_numt81	mPonAbe1	mPonAbe1_numt29
CHM13	CHM13_numt81	mPonPyg2	mPonPyg2_numt31
CHM13	CHM13_numt81	mPonPyg2	mPonPyg2_numt32
CHM13	CHM13_numt82	mGorGor1	mGorGor1_numt30
CHM13	CHM13_numt82	mPanPan1	mPanPan1_numt138
CHM13	CHM13_numt82	mPanTro3	mPanTro3_numt101
CHM13	CHM13_numt82	mPonAbe1	mPonAbe1_numt27
CHM13	CHM13_numt82	mPonPyg2	mPonPyg2_numt30
CHM13	CHM13_numt83	mPanPan1	mPanPan1_numt136
CHM13	CHM13_numt83	mPanPan1	mPanPan1_numt137
