NUMT	Bonobo	Chimpanzee	Human	Gorilla	Sorang	Borang
mPonAbe1_numt137	0	0	1	1	1	1
mPonAbe1_numt138	0	0	1	0	1	1
mPonAbe1_numt139	1	1	1	1	1	1
mPonAbe1_numt140	1	1	1	1	1	1
mPonAbe1_numt141	1	1	1	1	1	1
mPonAbe1_numt142	1	1	1	1	1	1
mPonAbe1_numt143	1	1	1	1	1	1
mPonAbe1_numt144	1	1	1	1	1	1
mPonAbe1_numt145	1	1	1	1	1	1
mPonAbe1_numt146	1	1	1	1	1	1
mPonAbe1_numt147	0	0	0	0	1	0
mPonAbe1_numt148	0	0	0	0	1	1
mPonAbe1_numt149	0	0	0	0	1	1
mPonAbe1_numt150	0	0	0	0	1	1
mPonAbe1_numt151	1	1	0	1	1	1
mPonAbe1_numt152	0	0	0	0	1	1
mPonAbe1_numt153	1	1	1	1	1	1
mPonAbe1_numt154	0	0	0	0	1	1
mPonAbe1_numt155	0	0	0	0	1	1
mPonAbe1_numt156	1	1	1	1	1	1
mPonAbe1_numt157	1	1	0	1	1	1
mPonAbe1_numt158	1	1	1	1	1	1
mPonAbe1_numt159	1	1	1	1	1	1
mPonAbe1_numt160	1	1	1	1	1	1
mPonAbe1_numt161	1	1	1	1	1	1
mPonAbe1_numt162	1	0	1	0	1	1
mPonAbe1_numt163	0	0	0	0	1	1
mPonAbe1_numt164	0	0	0	0	1	1
mPonAbe1_numt165	1	1	1	1	1	1
mPonAbe1_numt166	1	1	1	1	1	1
mPonAbe1_numt167	1	1	1	0	1	1
mPonAbe1_numt168	1	1	1	0	1	1
mPonAbe1_numt169	1	1	1	0	1	1
mPonAbe1_numt170	0	0	0	0	1	1
mPonAbe1_numt171	0	0	0	0	1	1
mPonAbe1_numt172	0	0	0	0	1	1
mPonAbe1_numt173	0	0	0	0	1	1
mPonAbe1_numt174	1	1	1	1	1	1
mPonAbe1_numt175	0	0	0	0	1	1
mPonAbe1_numt176	0	0	0	0	1	1
mPonAbe1_numt177	0	0	0	0	1	1
mPonAbe1_numt178	0	0	0	0	1	1
mPonAbe1_numt179	0	0	0	0	1	1
mPonAbe1_numt180	0	0	0	1	1	1
mPonAbe1_numt181	0	0	0	0	1	1
mPonAbe1_numt182	0	0	0	0	1	1
mPonAbe1_numt183	0	0	0	0	1	1
mPonAbe1_numt184	0	0	0	0	1	1
mPonAbe1_numt185	0	0	0	0	1	1
mPonAbe1_numt186	1	0	0	1	1	1
mPonAbe1_numt187	1	1	1	1	1	1
mPonAbe1_numt188	0	0	1	1	1	1
mPonAbe1_numt189	1	1	1	1	1	1
mPonAbe1_numt190	1	1	1	1	1	1
mPonAbe1_numt191	1	1	1	1	1	1
mPonAbe1_numt192	0	0	0	0	1	1
mPonAbe1_numt193	0	0	0	0	1	1
mPonAbe1_numt194	1	0	0	1	1	1
mPonAbe1_numt195	1	1	1	1	1	1
mPonAbe1_numt196	0	0	0	0	1	1
mPonAbe1_numt197	0	0	0	0	1	1
mPonAbe1_numt198	0	0	0	0	1	1
mPonAbe1_numt199	0	0	0	0	1	1
mPonAbe1_numt200	1	1	1	1	1	1
mPonAbe1_numt201	1	1	0	1	1	1
mPonAbe1_numt202	0	0	0	0	1	1
mPonAbe1_numt203	1	1	1	1	1	1
mPonAbe1_numt204	1	1	1	1	1	1
mPonAbe1_numt205	1	1	1	1	1	1
mPonAbe1_numt206	1	1	1	1	1	1
mPonAbe1_numt207	0	0	0	0	1	1
mPonAbe1_numt208	0	0	0	0	1	1
mPonAbe1_numt209	1	1	1	1	1	1
mPonAbe1_numt210	1	1	1	1	1	1
mPonAbe1_numt211	0	0	0	0	1	1
mPonAbe1_numt212	0	0	0	0	1	1
mPonAbe1_numt214	0	0	0	1	1	1
mPonAbe1_numt215	0	0	0	0	1	1
mPonAbe1_numt216	0	0	0	0	1	1
mPonAbe1_numt217	0	0	0	0	1	1
mPonAbe1_numt218	0	0	0	0	1	0
mPonAbe1_numt219	0	0	0	0	1	1
mPonAbe1_numt221	0	0	0	0	1	1
mPonAbe1_numt222	1	0	1	1	1	1
mPonAbe1_numt223	1	0	1	1	1	1
mPonAbe1_numt224	1	1	0	0	1	1
mPonAbe1_numt225	1	1	1	0	1	1
mPonAbe1_numt226	1	1	1	0	1	1
mPonAbe1_numt227	0	1	1	1	1	1
mPonAbe1_numt228	1	1	1	0	1	1
mPonAbe1_numt229	0	1	1	0	1	1
mPonAbe1_numt230	0	1	1	0	1	1
mPonAbe1_numt231	0	1	1	0	1	1
mPonAbe1_numt232	0	1	1	0	1	1
mPonAbe1_numt233	0	1	1	0	1	1
mPonAbe1_numt234	0	1	1	0	1	1
mPonAbe1_numt235	0	1	1	0	1	1
mPonAbe1_numt236	0	0	0	0	1	1
mPonAbe1_numt237	0	0	0	0	1	1
mPonAbe1_numt238	1	1	0	1	1	1
mPonAbe1_numt239	0	0	0	0	1	1
mPonAbe1_numt240	0	0	0	0	1	1
mPonAbe1_numt241	0	0	0	0	1	1
mPonAbe1_numt242	0	0	0	0	1	1
mPonAbe1_numt243	0	0	1	0	1	1
mPonAbe1_numt244	0	0	0	0	1	1
mPonAbe1_numt245	0	0	1	1	1	1
mPonAbe1_numt246	0	0	0	0	1	1
mPonAbe1_numt247	0	0	0	0	1	1
mPonAbe1_numt248	1	1	0	1	1	1
mPonAbe1_numt249	0	0	0	0	1	1
mPonAbe1_numt250	0	0	0	0	1	1
mPonAbe1_numt251	0	0	0	0	1	1
mPonAbe1_numt252	0	0	0	0	1	1
mPonAbe1_numt253	0	0	1	0	1	1
mPonAbe1_numt254	0	0	1	1	1	1
mPonAbe1_numt255	0	0	1	1	1	1
mPonAbe1_numt256	0	0	1	0	1	1
mPonAbe1_numt257	0	0	1	0	1	1
mPonAbe1_numt258	0	0	0	1	1	1
mPonAbe1_numt259	1	1	1	0	1	1
mPonAbe1_numt260	1	1	1	0	1	1
mPonAbe1_numt261	1	1	1	0	1	1
mPonAbe1_numt262	1	1	0	1	1	1
mPonAbe1_numt263	1	1	0	0	1	1
mPonAbe1_numt264	1	1	0	0	1	1
mPonAbe1_numt265	1	1	0	0	1	1
mPonAbe1_numt266	1	1	0	0	1	1
mPonAbe1_numt267	0	0	0	0	1	1
mPonAbe1_numt268	1	1	0	0	1	1
mPonAbe1_numt269	1	1	0	1	1	1
mPonAbe1_numt270	0	1	0	1	1	1
mPonAbe1_numt271	0	0	0	0	1	1
mPonAbe1_numt272	1	1	0	1	1	1
mPonAbe1_numt273	1	1	0	1	1	1
mPonAbe1_numt274	1	1	0	1	1	1
mPonAbe1_numt275	0	0	0	0	1	1
mPonAbe1_numt276	0	0	0	0	1	0
mPonAbe1_numt277	1	0	0	1	1	1
mPonAbe1_numt278	0	0	0	0	1	1
mPonAbe1_numt279	1	1	0	1	1	1
mPonAbe1_numt280	1	1	0	1	1	1
mPonAbe1_numt281	1	1	0	1	1	1
mPonAbe1_numt282	1	1	0	1	1	1
mPonAbe1_numt283	1	1	0	1	1	1
mPonAbe1_numt284	1	1	0	1	1	1
mPonAbe1_numt286	1	1	0	1	1	1
mPonAbe1_numt287	1	1	0	1	1	1
mPonAbe1_numt288	1	1	0	1	1	1
mPonAbe1_numt289	1	1	0	1	1	1
mPonAbe1_numt290	1	1	0	1	1	1
mPonAbe1_numt291	1	1	0	1	1	1
mPonAbe1_numt292	1	1	0	1	1	1
mPonAbe1_numt293	1	1	0	1	1	1
mPonAbe1_numt294	1	1	0	1	1	1
mPonAbe1_numt295	1	1	0	1	1	1
mPonAbe1_numt296	1	1	0	1	1	1
mPonAbe1_numt297	0	0	0	0	1	1
mPonAbe1_numt298	0	0	0	0	1	1
mPonAbe1_numt299	0	0	0	0	1	1
mPonAbe1_numt300	0	0	0	0	1	0
mPonAbe1_numt301	1	1	0	1	1	1
mPonAbe1_numt302	1	1	0	1	1	1
mPonAbe1_numt303	0	0	0	0	1	1
mPonAbe1_numt304	1	1	0	1	1	1
mPonAbe1_numt305	0	0	0	0	1	1
mPonAbe1_numt306	1	1	0	0	1	1
mPonAbe1_numt307	1	1	1	1	1	1
mPonAbe1_numt308	0	0	0	0	1	1
mPonAbe1_numt309	1	1	1	1	1	1
mPonAbe1_numt310	1	1	1	1	1	1
mPonAbe1_numt311	1	1	1	0	1	1
mPonAbe1_numt312	1	1	1	1	1	1
mPonAbe1_numt313	1	1	1	1	1	1
mPonAbe1_numt314	1	1	0	0	1	1
mPonAbe1_numt315	1	1	1	1	1	1
mPonAbe1_numt316	0	0	0	0	1	1
mPonAbe1_numt317	0	0	0	0	1	1
mPonAbe1_numt318	0	0	0	0	1	1
mPonAbe1_numt319	1	1	1	1	1	1
mPonAbe1_numt320	0	0	0	0	1	1
mPonAbe1_numt321	1	1	1	1	1	1
mPonAbe1_numt322	0	0	0	0	1	1
mPonAbe1_numt323	1	1	1	1	1	1
mPonAbe1_numt324	0	0	0	0	1	1
mPonAbe1_numt325	1	1	1	1	1	1
mPonAbe1_numt326	0	0	0	0	1	1
mPonAbe1_numt327	0	0	0	0	1	1
mPonAbe1_numt328	0	0	0	0	1	1
mPonAbe1_numt329	1	1	1	1	1	1
mPonAbe1_numt330	0	0	0	0	1	1
mPonAbe1_numt331	0	0	0	0	1	1
mPonAbe1_numt332	0	0	0	0	1	1
mPonAbe1_numt333	0	0	0	0	1	1
mPonAbe1_numt334	0	0	0	0	1	1
mPonAbe1_numt335	0	0	0	0	1	0
mPonAbe1_numt336	0	0	0	0	1	1
mPonAbe1_numt337	0	0	0	0	1	1
mPonAbe1_numt338	1	0	0	0	1	1
mPonAbe1_numt339	1	1	1	1	1	1
mPonAbe1_numt340	1	1	1	1	1	1
mPonAbe1_numt341	1	1	1	1	1	1
mPonAbe1_numt342	1	1	0	1	1	1
mPonAbe1_numt344	0	0	1	0	1	1
mPonAbe1_numt346	0	0	0	0	1	1
mPonAbe1_numt347	1	1	1	1	1	1
mPonAbe1_numt348	1	1	1	1	1	1
mPonAbe1_numt349	0	0	0	0	1	0
mPonAbe1_numt350	1	1	1	1	1	1
mPonAbe1_numt351	1	1	1	1	1	1
mPonAbe1_numt352	1	1	1	0	1	1
mPonAbe1_numt353	0	0	0	0	1	1
mPonAbe1_numt354	0	0	0	0	1	1
mPonAbe1_numt355	0	0	0	0	1	1
mPonAbe1_numt356	1	1	1	0	1	1
mPonAbe1_numt357	1	1	1	0	1	1
mPonAbe1_numt358	0	0	1	0	1	1
mPonAbe1_numt359	0	0	0	0	1	1
mPonAbe1_numt360	0	0	0	1	1	1
mPonAbe1_numt361	0	0	0	0	1	1
mPonAbe1_numt362	0	0	0	0	1	1
mPonAbe1_numt363	0	0	0	0	1	1
mPonAbe1_numt364	0	0	0	0	1	1
mPonAbe1_numt365	0	0	0	0	1	1
mPonAbe1_numt366	0	0	0	0	1	1
mPonAbe1_numt367	1	1	1	1	1	1
mPonAbe1_numt368	0	0	0	0	1	1
mPonAbe1_numt369	1	1	1	1	1	1
mPonAbe1_numt371	0	0	0	1	1	1
mPonAbe1_numt372	0	0	1	1	1	1
mPonAbe1_numt373	0	0	1	1	1	1
mPonAbe1_numt374	0	0	1	1	1	1
mPonAbe1_numt375	1	1	1	1	1	1
mPonAbe1_numt376	1	1	0	1	1	1
mPonAbe1_numt377	0	0	0	0	1	1
mPonAbe1_numt378	0	0	0	0	1	0
mPonAbe1_numt379	0	0	0	0	1	0
mPonAbe1_numt380	0	0	0	0	1	0
mPonAbe1_numt381	0	0	0	0	1	0
mPonAbe1_numt382	0	0	0	0	1	0
mPonAbe1_numt383	0	0	0	0	1	0
mPonAbe1_numt385	0	0	0	0	1	0
mPonAbe1_numt386	0	0	0	0	1	0
mPonAbe1_numt387	0	0	0	0	1	0
mPonAbe1_numt388	0	0	0	0	1	0
mPonAbe1_numt389	0	0	0	0	1	0
mPonAbe1_numt390	0	0	0	0	1	0
mPonAbe1_numt391	1	1	1	1	1	0
mPonAbe1_numt392	0	0	0	0	1	1
mPonAbe1_numt393	0	0	0	0	1	1
mPonAbe1_numt394	0	0	0	0	1	1
mPonAbe1_numt395	0	0	0	0	1	1
mPonAbe1_numt397	0	0	0	0	1	1
mPonAbe1_numt398	0	0	0	0	1	1
mPonAbe1_numt399	0	0	0	0	1	1
mPonAbe1_numt400	0	0	0	0	1	1
mPonAbe1_numt401	0	0	0	0	1	1
mPonAbe1_numt402	0	0	0	0	1	1
mPonAbe1_numt403	0	0	0	0	1	1
mPonAbe1_numt404	0	0	0	0	1	1
mPonAbe1_numt405	1	1	1	1	1	1
mPonAbe1_numt406	1	0	0	0	1	1
mPonAbe1_numt407	1	1	1	1	1	1
mPonAbe1_numt408	1	1	1	1	1	1
mPonAbe1_numt409	0	0	0	0	1	1
mPonAbe1_numt410	0	0	0	0	1	1
mPonAbe1_numt411	1	1	1	1	1	1
mPonAbe1_numt412	0	0	0	0	1	1
mPonAbe1_numt413	1	1	1	1	1	1
mPonAbe1_numt414	1	1	1	1	1	1
mPonAbe1_numt415	1	1	1	1	1	1
mPonAbe1_numt416	1	0	1	1	1	1
mPonAbe1_numt417	1	1	1	1	1	1
mPonAbe1_numt418	0	0	0	1	1	1
mPonAbe1_numt419	0	0	0	0	1	1
mPonAbe1_numt420	1	1	1	1	1	1
mPonAbe1_numt422	1	1	1	1	1	1
mPonAbe1_numt423	1	1	1	1	1	1
mPonAbe1_numt424	1	1	1	1	1	1
mPonAbe1_numt425	0	0	0	0	1	1
mPonAbe1_numt426	0	0	0	0	1	0
mPonAbe1_numt427	1	1	1	1	1	1
mPonAbe1_numt428	0	0	0	0	1	1
mPonAbe1_numt429	0	0	0	0	1	1
mPonAbe1_numt430	1	1	1	1	1	1
mPonAbe1_numt431	0	0	0	0	1	1
mPonAbe1_numt432	1	1	1	0	1	1
mPonAbe1_numt433	1	1	1	1	1	1
mPonAbe1_numt434	1	1	1	1	1	1
mPonAbe1_numt435	0	0	0	0	1	1
mPonAbe1_numt436	0	0	0	0	1	1
mPonAbe1_numt437	1	1	0	1	1	1
mPonAbe1_numt438	0	0	0	1	1	1
mPonAbe1_numt439	1	1	0	1	1	1
mPonAbe1_numt440	1	1	0	1	1	1
mPonAbe1_numt441	0	0	0	1	1	1
mPonAbe1_numt442	0	0	0	0	1	1
mPonAbe1_numt443	1	1	0	1	1	1
mPonAbe1_numt444	0	0	0	0	1	1
mPonAbe1_numt445	0	0	0	0	1	1
mPonAbe1_numt446	0	0	0	0	1	1
mPonAbe1_numt447	0	0	1	1	1	1
mPonAbe1_numt448	1	1	1	1	1	1
mPonAbe1_numt449	1	1	1	1	1	1
mPonAbe1_numt450	1	1	1	1	1	1
mPonAbe1_numt451	1	1	1	1	1	1
mPonAbe1_numt452	1	1	1	1	1	1
mPonAbe1_numt453	0	1	1	1	1	1
mPonAbe1_numt454	1	1	1	1	1	1
mPonAbe1_numt455	1	1	1	1	1	1
mPonAbe1_numt456	0	0	0	0	1	1
mPonAbe1_numt458	0	0	0	0	1	1
mPonAbe1_numt459	0	0	0	0	1	1
mPonAbe1_numt461	0	0	1	1	1	1
mPonAbe1_numt462	0	1	1	1	1	1
mPonAbe1_numt463	0	0	0	0	1	1
mPonAbe1_numt464	1	1	1	1	1	1
mPonAbe1_numt465	1	1	1	1	1	1
mPonAbe1_numt466	0	0	0	0	1	1
mPonAbe1_numt467	0	0	0	0	1	1
mPonAbe1_numt468	0	0	0	0	1	1
mPonAbe1_numt469	1	1	1	0	1	1
mPonAbe1_numt470	1	1	1	0	1	1
mPonAbe1_numt471	1	1	1	0	1	1
mPonAbe1_numt472	1	1	1	0	1	1
mPonAbe1_numt473	1	1	1	0	1	1
mPonAbe1_numt474	1	1	1	0	1	1
mPonAbe1_numt475	0	0	1	0	1	1
mPonAbe1_numt476	0	0	0	0	1	1
mPonAbe1_numt477	0	0	0	0	1	1
mPonAbe1_numt478	0	0	0	0	1	0
mPonAbe1_numt479	0	0	1	1	1	1
mPonAbe1_numt481	0	0	0	0	1	1
mPonAbe1_numt482	0	0	1	1	1	1
mPonAbe1_numt483	0	0	1	0	1	1
mPonAbe1_numt484	0	0	1	0	1	1
mPonAbe1_numt485	0	0	1	0	1	1
mPonAbe1_numt486	0	0	1	1	1	1
mPonAbe1_numt487	0	0	1	1	1	1
mPonAbe1_numt488	1	1	1	1	1	1
mPonAbe1_numt489	1	1	1	1	1	1
mPonAbe1_numt490	1	1	1	1	1	1
mPonAbe1_numt491	0	0	0	0	1	1
mPonAbe1_numt492	0	0	0	0	1	0
mPonAbe1_numt493	0	0	0	0	1	1
mPonAbe1_numt494	1	1	1	1	1	1
mPonAbe1_numt495	1	1	1	1	1	1
mPonAbe1_numt496	1	1	1	1	1	1
mPonAbe1_numt497	1	1	1	1	1	1
mPonAbe1_numt499	0	0	0	0	1	1
mPonAbe1_numt500	0	0	0	1	1	0
mPonAbe1_numt501	0	0	1	0	1	1
mPonAbe1_numt502	0	0	0	0	1	1
mPonAbe1_numt503	0	0	0	0	1	1
mPonAbe1_numt504	0	0	0	0	1	1
mPonAbe1_numt506	1	1	1	1	1	1
mPonAbe1_numt507	0	0	0	0	1	1
mPonAbe1_numt508	1	1	1	1	1	1
mPonAbe1_numt509	1	1	1	1	1	1
mPonAbe1_numt510	0	0	0	0	1	0
mPonAbe1_numt511	1	1	1	1	1	1
mPonAbe1_numt512	1	1	1	1	1	1
mPonAbe1_numt513	1	1	1	1	1	1
mPonAbe1_numt514	1	1	1	1	1	1
mPonAbe1_numt515	1	1	1	1	1	1
mPonAbe1_numt516	0	0	0	0	1	1
mPonAbe1_numt517	0	0	0	0	1	1
mPonAbe1_numt518	1	1	1	1	1	1
mPonAbe1_numt519	0	0	1	1	1	1
mPonAbe1_numt520	0	0	0	0	1	0
mPonAbe1_numt521	0	0	0	0	1	0
mPonAbe1_numt522	0	0	0	0	1	1
mPonAbe1_numt523	0	0	0	0	1	1
mPonAbe1_numt524	0	0	0	0	1	1
mPonAbe1_numt525	0	0	0	0	1	1
mPonAbe1_numt526	0	0	0	0	1	1
mPonAbe1_numt527	0	0	0	0	1	1
mPonAbe1_numt528	0	0	0	0	1	1
mPonAbe1_numt529	0	0	0	0	1	1
mPonAbe1_numt530	1	1	1	1	1	1
mPonAbe1_numt531	0	0	0	0	1	1
mPonAbe1_numt532	1	1	0	1	1	1
mPonAbe1_numt533	1	1	1	1	1	1
mPonAbe1_numt534	1	1	1	1	1	1
mPonAbe1_numt535	1	1	1	1	1	1
mPonAbe1_numt536	0	1	1	1	1	1
mPonAbe1_numt537	1	1	1	1	1	1
mPonAbe1_numt538	1	1	1	1	1	1
mPonAbe1_numt539	0	0	0	0	1	1
mPonAbe1_numt541	1	1	1	1	1	1
mPonAbe1_numt542	0	0	0	0	1	1
mPonAbe1_numt543	0	0	0	0	1	1
mPonAbe1_numt544	0	1	1	1	1	1
mPonAbe1_numt545	0	0	0	0	1	1
mPonAbe1_numt546	0	0	0	0	1	1
mPonAbe1_numt547	0	1	1	1	1	1
mPonAbe1_numt548	0	0	0	0	1	1
mPonAbe1_numt549	0	0	0	0	1	1
mPonAbe1_numt550	0	1	1	1	1	1
mPonAbe1_numt551	0	1	1	1	1	1
mPonAbe1_numt552	0	1	1	1	1	1
mPonAbe1_numt553	0	0	1	1	1	1
mPonAbe1_numt554	0	0	0	0	1	1
mPonAbe1_numt555	0	0	0	0	1	1
mPonAbe1_numt556	0	0	0	0	1	1
mPonAbe1_numt557	0	0	0	0	1	1
mPonAbe1_numt558	0	0	0	0	1	1
mPonAbe1_numt560	1	1	1	1	1	1
mPonAbe1_numt561	1	1	1	1	1	1
mPonAbe1_numt562	0	0	1	1	1	1
mPonAbe1_numt565	0	0	0	0	1	1
mPonAbe1_numt566	0	0	0	0	1	1
mPonAbe1_numt567	0	0	0	0	1	1
mPonAbe1_numt568	0	0	0	0	1	1
mPonAbe1_numt569	0	0	0	0	1	1
mPonAbe1_numt570	0	0	0	0	1	1
mPonAbe1_numt571	0	0	0	0	1	1
mPonAbe1_numt574	0	0	0	0	1	1
mPonAbe1_numt575	0	0	0	0	1	1
mPonAbe1_numt576	0	0	0	0	1	1
mPonAbe1_numt577	0	0	0	0	1	1
mPonAbe1_numt578	0	0	0	0	1	1
mPonAbe1_numt579	1	1	1	1	1	1
mPonAbe1_numt580	1	1	1	1	1	1
mPonAbe1_numt581	1	1	1	1	1	1
mPonAbe1_numt582	1	1	1	1	1	1
mPonAbe1_numt583	1	1	1	1	1	1
mPonAbe1_numt584	0	0	1	1	1	1
mPonAbe1_numt585	0	0	0	0	1	1
mPonAbe1_numt586	1	1	1	1	1	1
mPonAbe1_numt587	0	0	0	0	1	0
mPonAbe1_numt588	0	0	0	0	1	0
mPonAbe1_numt589	1	1	1	1	1	1
mPonAbe1_numt590	0	0	0	0	1	1
mPonAbe1_numt591	0	0	0	0	1	1
mPonAbe1_numt592	0	0	1	0	1	1
mPonAbe1_numt593	1	1	1	1	1	1
mPonAbe1_numt594	1	1	1	1	1	1
mPonAbe1_numt595	1	1	1	1	1	1
mPonAbe1_numt596	0	0	0	0	1	1
mPonAbe1_numt597	0	0	0	0	1	1
mPonAbe1_numt598	1	0	1	1	1	1
mPonAbe1_numt599	1	1	1	1	1	1
mPonAbe1_numt600	0	0	0	0	1	1
mPonAbe1_numt601	1	1	1	1	1	1
mPonAbe1_numt602	1	1	1	0	1	1
mPonAbe1_numt603	1	1	1	0	1	1
mPonAbe1_numt604	0	0	0	0	1	1
mPonAbe1_numt605	0	0	0	0	1	1
mPonAbe1_numt606	1	1	1	0	1	1
mPonAbe1_numt607	1	0	1	0	1	1
mPonAbe1_numt608	1	1	1	0	1	1
mPonAbe1_numt609	1	1	1	0	1	1
mPonAbe1_numt610	1	1	1	0	1	1
mPonAbe1_numt611	1	1	1	0	1	1
mPonAbe1_numt612	0	1	1	0	1	1
mPonAbe1_numt613	0	0	0	0	1	1
mPonAbe1_numt614	1	1	1	0	1	1
mPonAbe1_numt615	1	1	1	0	1	1
mPonAbe1_numt616	1	1	1	0	1	1
mPonAbe1_numt617	1	1	1	0	1	1
mPonAbe1_numt618	1	1	1	0	1	1
mPonAbe1_numt619	1	1	1	0	1	1
mPonAbe1_numt620	1	1	1	0	1	1
mPonAbe1_numt621	1	1	1	0	1	1
mPonAbe1_numt622	1	1	1	0	1	1
mPonAbe1_numt623	0	0	0	0	1	1
mPonAbe1_numt624	1	0	1	0	1	1
mPonAbe1_numt625	0	0	0	0	1	1
mPonAbe1_numt626	1	1	1	1	1	1
mPonAbe1_numt627	1	1	1	1	1	1
mPonAbe1_numt628	0	0	0	0	1	1
mPonAbe1_numt629	1	1	1	1	1	1
mPonAbe1_numt630	1	1	1	1	1	1
mPonAbe1_numt631	1	1	1	1	1	1
mPonAbe1_numt632	1	1	1	1	1	1
mPonAbe1_numt633	1	1	1	1	1	1
mPonAbe1_numt634	1	1	1	1	1	1
mPonAbe1_numt635	0	0	0	0	1	0
mPonAbe1_numt636	1	1	0	1	1	1
mPonAbe1_numt637	1	1	1	1	1	1
mPonAbe1_numt638	0	0	0	0	1	0
mPonAbe1_numt639	1	1	1	1	1	1
mPonAbe1_numt640	1	1	1	1	1	1
mPonAbe1_numt641	1	1	1	1	1	1
mPonAbe1_numt642	0	0	0	0	1	1
mPonAbe1_numt643	0	0	0	0	1	1
mPonAbe1_numt644	1	1	1	1	1	1
mPonAbe1_numt645	0	1	0	0	1	1
mPonAbe1_numt646	0	0	0	0	1	1
mPonAbe1_numt647	1	1	1	1	1	1
mPonAbe1_numt648	1	1	1	1	1	1
mPonAbe1_numt649	0	0	0	0	1	1
mPonAbe1_numt650	0	0	0	0	1	1
mPonAbe1_numt651	0	0	0	0	1	1
mPonAbe1_numt652	0	0	0	0	1	1
mPonAbe1_numt653	0	0	0	0	1	1
mPonAbe1_numt654	1	1	0	1	1	1
mPonAbe1_numt656	1	1	1	1	1	1
mPonAbe1_numt657	1	1	1	1	1	1
mPonAbe1_numt658	1	1	1	1	1	1
mPonAbe1_numt659	1	1	1	1	1	1
mPonAbe1_numt660	1	1	1	0	1	1
mPonAbe1_numt661	1	1	1	0	1	1
mPonAbe1_numt662	0	0	0	0	1	1
mPonAbe1_numt663	1	1	1	0	1	1
mPonAbe1_numt664	1	1	1	0	1	1
mPonAbe1_numt665	0	0	0	0	1	1
mPonAbe1_numt667	0	0	0	0	1	1
mPonAbe1_numt668	0	0	0	0	1	1
mPonAbe1_numt669	0	0	0	0	1	1
mPonAbe1_numt670	0	0	0	0	1	1
mPonAbe1_numt671	1	1	1	0	1	1
mPonAbe1_numt672	0	0	1	1	1	0
mPonAbe1_numt673	0	0	0	0	1	1
mPonAbe1_numt674	0	0	0	1	1	1
mPonAbe1_numt675	0	0	0	1	1	1
mPonAbe1_numt676	0	0	0	1	1	1
mPonAbe1_numt677	0	0	0	1	1	1
mPonAbe1_numt678	0	0	0	1	1	1
mPonAbe1_numt679	1	1	1	0	1	1
mPonAbe1_numt680	0	0	0	1	1	1
mPonAbe1_numt681	0	0	0	1	1	1
mPonAbe1_numt682	0	0	0	1	1	1
mPonAbe1_numt683	0	0	0	0	1	1
mPonAbe1_numt684	0	0	1	1	1	1
mPonAbe1_numt685	0	1	0	1	1	1
mPonAbe1_numt686	1	1	1	1	1	1
mPonAbe1_numt687	1	1	1	1	1	1
mPonAbe1_numt688	0	0	0	0	1	1
mPonAbe1_numt689	0	0	0	0	1	1
mPonAbe1_numt690	1	1	1	1	1	1
mPonAbe1_numt691	0	0	0	0	1	0
mPonAbe1_numt692	1	1	1	1	1	1
mPonAbe1_numt693	0	0	0	0	1	1
mPonAbe1_numt694	0	0	0	0	1	1
mPonAbe1_numt695	0	0	0	0	1	1
mPonAbe1_numt696	0	0	0	0	1	1
mPonAbe1_numt697	0	0	0	0	1	1
mPonAbe1_numt698	0	0	0	0	1	1
mPonAbe1_numt699	0	0	0	0	1	1
mPonAbe1_numt700	0	0	0	0	1	1
mPonAbe1_numt701	0	0	0	0	1	1
mPonAbe1_numt702	0	0	0	0	1	1
mPonAbe1_numt703	0	0	0	0	1	1
mPonAbe1_numt704	0	0	0	0	1	1
mPonAbe1_numt705	1	1	1	1	1	1
mPonAbe1_numt706	0	0	0	0	1	1
mPonAbe1_numt707	1	1	1	1	1	1
mPonAbe1_numt708	1	1	1	1	1	1
mPonAbe1_numt709	1	1	1	1	1	1
mPonAbe1_numt710	1	1	1	1	1	1
mPonAbe1_numt711	0	0	0	0	1	1
mPonAbe1_numt712	0	0	0	0	1	1
mPonAbe1_numt713	0	0	0	0	1	1
mPonAbe1_numt714	0	0	0	0	1	1
mPonAbe1_numt715	0	0	0	0	1	1
mPonAbe1_numt716	0	0	0	0	1	1
mPonAbe1_numt717	0	0	0	0	1	1
mPonAbe1_numt718	0	0	0	0	1	1
mPonAbe1_numt719	0	0	0	0	1	1
mPonAbe1_numt720	0	0	0	0	1	1
mPonAbe1_numt722	0	0	0	0	1	0
mPonAbe1_numt723	0	0	0	0	1	0
mPonAbe1_numt724	1	1	1	0	1	1
mPonAbe1_numt725	1	1	1	1	1	1
mPonAbe1_numt726	0	0	1	1	1	1
mPonAbe1_numt727	1	1	1	1	1	1
mPonAbe1_numt728	1	1	1	1	1	1
mPonAbe1_numt729	0	0	0	0	1	1
mPonAbe1_numt730	1	1	1	1	1	1
mPonAbe1_numt731	1	1	1	1	1	1
mPonAbe1_numt732	1	1	1	1	1	1
mPonAbe1_numt733	1	1	1	1	1	1
mPonAbe1_numt734	1	1	1	1	1	1
mPonAbe1_numt736	0	0	0	0	1	0
mPonAbe1_numt737	1	1	1	1	1	1
mPonAbe1_numt738	1	1	0	1	1	1
mPonAbe1_numt739	1	1	1	1	1	1
mPonAbe1_numt740	1	1	1	1	1	1
mPonAbe1_numt741	1	1	1	1	1	1
