Query_Species	NUMT	NUMT_info	Loci	DB_Species	Matches	Counts
mPanTro3	mPanTro3_numt38	NUMT_813bp_77%	-::chr11_hap1_hsa9:46384024-46384837	HG002	['+::HG002#1#chr9:85083149-85084964']	1
mPanTro3	mPanTro3_numt38	NUMT_813bp_77%	-::chr11_hap1_hsa9:46384024-46384837	HG00597	['+::HG00597#1#CM085772.1:87524489-87526304']	1
mPanTro3	mPanTro3_numt38	NUMT_813bp_77%	-::chr11_hap1_hsa9:46384024-46384837	HG01358	['+::HG01358#1#CM089058.1:94425386-94427201']	1
mPanTro3	mPanTro3_numt38	NUMT_813bp_77%	-::chr11_hap1_hsa9:46384024-46384837	HG02572	['+::HG02572#1#CM088158.1:92970761-92972576']	1
mPanTro3	mPanTro3_numt38	NUMT_813bp_77%	-::chr11_hap1_hsa9:46384024-46384837	HG04184	['+::HG04184#1#CM086462.1:94609321-94611136']	1
mPanTro3	mPanTro3_numt39	NUMT_149bp_75%	+::chr11_hap1_hsa9:54944350-54944499	HG002	['+::HG002#1#chr10:38903513-38904646', '+::HG002#1#chr13:3511710-3512818', '+::HG002#1#chr14:12810849-12811887', '+::HG002#1#chr14:5820605-5821703', '+::HG002#1#chr15:6477647-6478751', '+::HG002#1#chr22:15496092-15497175', '+::HG002#1#chr22:9729544-9730582', '+::HG002#1#chr2:91849822-91850896', '+::HG002#1#chr2:93940574-93941737', '+::HG002#1#chr9:40880720-40881821', '+::HG002#1#chr9:58347209-58348341', '+::HG002#1#chr9:60797090-60798202', '+::HG002#1#chrY:11662168-11663240']	13
mPanTro3	mPanTro3_numt39	NUMT_149bp_75%	+::chr11_hap1_hsa9:54944350-54944499	HG00597	['+::HG00597#1#CM085767.1:92226861-92227935', '+::HG00597#1#CM085767.1:94592886-94594047', '+::HG00597#1#CM085772.1:40574434-40575589', '+::HG00597#1#CM085772.1:42141337-42142465', '+::HG00597#1#CM085772.1:60801266-60802396', '+::HG00597#1#CM085772.1:63226837-63227969', '+::HG00597#1#CM085773.1:38924203-38925340', '+::HG00597#1#JBHDUU010000005.1:1841356-1842447', '+::HG00597#1#JBHDUU010000005.1:4706568-4707604', '+::HG00597#1#JBHDUU010000009.1:1093053-1094149', '+::HG00597#1#JBHDUU010000013.1:10786185-10787262', '+::HG00597#1#JBHDUU010000013.1:5130384-5131420']	12
mPanTro3	mPanTro3_numt39	NUMT_149bp_75%	+::chr11_hap1_hsa9:54944350-54944499	HG01358	['+::HG01358#1#CM089051.1:92051221-92052295', '+::HG01358#1#CM089051.1:94290448-94291610', '+::HG01358#1#CM089058.1:40587143-40588282', '+::HG01358#1#CM089058.1:42682566-42683679', '+::HG01358#1#CM089058.1:70114654-70115788', '+::HG01358#1#CM089059.1:38858800-38859911', '+::HG01358#1#CM089059.1:42914698-42915791', '+::HG01358#1#JAGYZB020000013.1:13335127-13336207', '+::HG01358#1#JAGYZB020000013.1:4671028-4672062', '+::HG01358#1#JAGYZB020000013.1:807922-809024', '+::HG01358#1#JAGYZB020000017.1:5926553-5927591', '+::HG01358#1#JAGYZB020000017.1:749634-750734', '+::HG01358#1#JAGYZB020000056.1:1296296-1297407', '+::HG01358#1#JAGYZB020000063.1:11323926-11325000']	14
mPanTro3	mPanTro3_numt39	NUMT_149bp_75%	+::chr11_hap1_hsa9:54944350-54944499	HG02572	['+::HG02572#1#CM088151.1:91962255-91963329', '+::HG02572#1#CM088151.1:94308013-94309174', '+::HG02572#1#CM088158.1:40097102-40098242', '+::HG02572#1#CM088158.1:67313522-67314652', '+::HG02572#1#CM088159.1:38799261-38800376', '+::HG02572#1#CM088162.1:4553746-4554823', '+::HG02572#1#CM088162.1:5947986-5949028', '+::HG02572#1#JAHAOW020000002.1:887843-888945', '+::HG02572#1#JAHAOW020000012.1:10737524-10738613', '+::HG02572#1#JAHAOW020000012.1:4785848-4786886', '+::HG02572#1#JAHAOW020000036.1:1093655-1094757', '+::HG02572#1#JAHAOW020000036.1:9136756-9137774', '+::HG02572#1#JAHAOW020000041.1:11536602-11537674']	13
mPanTro3	mPanTro3_numt39	NUMT_149bp_75%	+::chr11_hap1_hsa9:54944350-54944499	HG04184	['+::HG04184#1#CM086462.1:40030686-40031814', '+::HG04184#1#CM086462.1:42153728-42154860', '+::HG04184#1#CM086462.1:67884930-67886058', '+::HG04184#1#CM086463.1:38845148-38846267', '+::HG04184#1#CM086463.1:42988460-42989553', '+::HG04184#1#JBHDSH010000013.1:989990-991086', '+::HG04184#1#JBHDSH010000015.1:3298322-3299455', '+::HG04184#1#JBHDSH010000015.1:6147429-6148467', '+::HG04184#1#JBHDSH010000015.1:780000-781100', '+::HG04184#1#JBHDSH010000016.1:10572052-10573141', '+::HG04184#1#JBHDSH010000016.1:3372837-3373895', '+::HG04184#1#JBHDSH010000017.1:2044858-2045932']	12
mPanTro3	mPanTro3_numt40	NUMT_517bp_84%	-::chr11_hap1_hsa9:58721810-58722327	HG002	['+::HG002#1#chr13:1958161-1959676', '+::HG002#1#chr13:6294560-6296076', '+::HG002#1#chr13:7036690-7038204', '+::HG002#1#chr14:10028393-10029906', '+::HG002#1#chr14:8302460-8303973', '+::HG002#1#chr14:9165438-9166951', '+::HG002#1#chr1:142946615-142948137', '+::HG002#1#chr20:30829382-30830893', '+::HG002#1#chr21:1577563-1579075', '+::HG002#1#chr22:1950873-1952388', '+::HG002#1#chr22:3937005-3938519', '+::HG002#1#chr22:8155347-8156864', '+::HG002#1#chr22:9053962-9055475', '+::HG002#1#chr2:94603557-94605078', '+::HG002#1#chr3:95876682-95878204', '+::HG002#1#chr4:49412152-49413666', '+::HG002#1#chr9:57739185-57740701', '+::HG002#1#chrY:11351158-11352672']	18
mPanTro3	mPanTro3_numt40	NUMT_517bp_84%	-::chr11_hap1_hsa9:58721810-58722327	HG00597	['+::HG00597#1#CM085766.1:131380344-131381865', '+::HG00597#1#CM085767.1:95255937-95257458', '+::HG00597#1#CM085768.1:94645628-94647150', '+::HG00597#1#CM085772.1:60195144-60196661', '+::HG00597#1#CM085777.1:31215038-31216549', '+::HG00597#1#JBHDUU010000005.1:317985-319500', '+::HG00597#1#JBHDUU010000013.1:160315-161829', '+::HG00597#1#JBHDUU010000013.1:3953690-3955207', '+::HG00597#1#JBHDUU010000013.1:4800527-4802040', '+::HG00597#1#JBHDUU010000049.1:49265487-49267000', '+::HG00597#1#JBHDUU010000053.1:2045329-2046842', '+::HG00597#1#JBHDUU010000056.1:1232384-1233896', '+::HG00597#1#JBHDUU010000057.1:2585174-2586687', '+::HG00597#1#JBHDUU010000059.1:3212605-3214122', '+::HG00597#1#JBHDUU010000061.1:2292447-2293964', '+::HG00597#1#JBHDUU010000062.1:2535375-2536887']	16
mPanTro3	mPanTro3_numt40	NUMT_517bp_84%	-::chr11_hap1_hsa9:58721810-58722327	HG01358	['+::HG01358#1#CM089051.1:94953875-94955396', '+::HG01358#1#CM089052.1:96400456-96401975', '+::HG01358#1#CM089053.1:49007238-49008752', '+::HG01358#1#CM089058.1:67067156-67068673', '+::HG01358#1#CM089064.1:30076643-30078154', '+::HG01358#1#JAGYZB020000002.1:254285-255801', '+::HG01358#1#JAGYZB020000013.1:220523-222039', '+::HG01358#1#JAGYZB020000013.1:3364074-3365590', '+::HG01358#1#JAGYZB020000013.1:4121909-4123423', '+::HG01358#1#JAGYZB020000017.1:199387-200901', '+::HG01358#1#JAGYZB020000017.1:3188014-3189527', '+::HG01358#1#JAGYZB020000018.1:25568346-25569867', '+::HG01358#1#JAGYZB020000021.1:1858199-1859716', '+::HG01358#1#JAGYZB020000040.1:2554233-2555750', '+::HG01358#1#JAGYZB020000058.1:2944823-2946335', '+::HG01358#1#JAGYZB020000059.1:1874966-1876483', '+::HG01358#1#JAGYZB020000063.1:11012903-11014417', '+::HG01358#1#JAGYZB020000065.1:1926510-1928025']	18
mPanTro3	mPanTro3_numt40	NUMT_517bp_84%	-::chr11_hap1_hsa9:58721810-58722327	HG02572	['+::HG02572#1#CM088151.1:94760740-94762261', '+::HG02572#1#CM088152.1:95277246-95278767', '+::HG02572#1#CM088153.1:49383972-49385485', '+::HG02572#1#CM088158.1:66706444-66707961', '+::HG02572#1#CM088162.1:2774787-2776304', '+::HG02572#1#CM088167.1:31208759-31210270', '+::HG02572#1#JAHAOW020000007.1:347328-348842', '+::HG02572#1#JAHAOW020000008.1:131409393-131410915', '+::HG02572#1#JAHAOW020000012.1:3505821-3507337', '+::HG02572#1#JAHAOW020000012.1:4226172-4227685', '+::HG02572#1#JAHAOW020000033.1:750609-752127', '+::HG02572#1#JAHAOW020000036.1:329775-331289', '+::HG02572#1#JAHAOW020000039.1:2261495-2263011', '+::HG02572#1#JAHAOW020000041.1:11225635-11227149', '+::HG02572#1#JAHAOW020000043.1:2722482-2724000']	15
mPanTro3	mPanTro3_numt40	NUMT_517bp_84%	-::chr11_hap1_hsa9:58721810-58722327	HG04184	['+::HG04184#1#CM086456.1:131810602-131812124', '+::HG04184#1#CM086457.1:91674249-91675770', '+::HG04184#1#CM086458.1:95344819-95346341', '+::HG04184#1#CM086462.1:67277373-67278889', '+::HG04184#1#CM086467.1:31123984-31125495', '+::HG04184#1#JBHDSH010000004.1:49373924-49375437', '+::HG04184#1#JBHDSH010000015.1:230692-232208', '+::HG04184#1#JBHDSH010000015.1:2887088-2888600', '+::HG04184#1#JBHDSH010000016.1:1970349-1971865', '+::HG04184#1#JBHDSH010000016.1:2803648-2805162', '+::HG04184#1#JBHDSH010000053.1:337252-338769', '+::HG04184#1#JBHDSH010000055.1:2833410-2834922', '+::HG04184#1#JBHDSH010000058.1:2501575-2503089', '+::HG04184#1#JBHDSH010000058.1:90993-92578', '+::HG04184#1#JBHDSH010000062.1:4533785-4535297', '+::HG04184#1#JBHDSH010000063.1:3463633-3465147', '+::HG04184#1#JBHDSH010000064.1:2748380-2749900', '+::HG04184#1#JBHDSH010000084.1:425356-426870']	18
mPanTro3	mPanTro3_numt41	NUMT_1344bp_75%	-::chr11_hap1_hsa9:58722399-58723743	HG002	['+::HG002#1#chr13:1958753-1961094', '+::HG002#1#chr13:6295149-6297493', '+::HG002#1#chr13:7037275-7039622', '+::HG002#1#chr14:10028977-10031324', '+::HG002#1#chr14:8303044-8305391', '+::HG002#1#chr14:9166022-9168369', '+::HG002#1#chr15:2291954-2294294', '+::HG002#1#chr1:142947208-142949554', '+::HG002#1#chr20:30829967-30832303', '+::HG002#1#chr21:1578152-1580493', '+::HG002#1#chr22:1951465-1953806', '+::HG002#1#chr22:3935586-3937933', '+::HG002#1#chr22:8153930-8156274', '+::HG002#1#chr22:9054546-9056893', '+::HG002#1#chr2:94604152-94606554', '+::HG002#1#chr3:95877281-95879621', '+::HG002#1#chr4:49410734-49413079', '+::HG002#1#chr9:57739776-57742115', '+::HG002#1#chrY:11349741-11352086']	19
mPanTro3	mPanTro3_numt41	NUMT_1344bp_75%	-::chr11_hap1_hsa9:58722399-58723743	HG00597	['+::HG00597#1#CM085766.1:131380936-131383282', '+::HG00597#1#CM085767.1:95256532-95258934', '+::HG00597#1#CM085768.1:94646227-94648567', '+::HG00597#1#CM085772.1:60195735-60198075', '+::HG00597#1#CM085777.1:31215623-31217959', '+::HG00597#1#JBHDUU010000005.1:316571-318913', '+::HG00597#1#JBHDUU010000013.1:158896-161243', '+::HG00597#1#JBHDUU010000013.1:3952273-3954617', '+::HG00597#1#JBHDUU010000013.1:4801111-4803458', '+::HG00597#1#JBHDUU010000049.1:49264069-49266414', '+::HG00597#1#JBHDUU010000053.1:2045914-2048255', '+::HG00597#1#JBHDUU010000056.1:1232973-1235314', '+::HG00597#1#JBHDUU010000057.1:2585764-2588105', '+::HG00597#1#JBHDUU010000059.1:3213199-3215540', '+::HG00597#1#JBHDUU010000061.1:2293041-2295382', '+::HG00597#1#JBHDUU010000062.1:2535964-2538305']	16
mPanTro3	mPanTro3_numt41	NUMT_1344bp_75%	-::chr11_hap1_hsa9:58722399-58723743	HG01358	['+::HG01358#1#CM089051.1:94954470-94956872', '+::HG01358#1#CM089052.1:96401052-96403392', '+::HG01358#1#CM089053.1:49005820-49008165', '+::HG01358#1#CM089058.1:67067747-67070087', '+::HG01358#1#CM089064.1:30077228-30079470', '+::HG01358#1#JAGYZB020000002.1:252868-255213', '+::HG01358#1#JAGYZB020000013.1:219106-221451', '+::HG01358#1#JAGYZB020000013.1:3364663-3367007', '+::HG01358#1#JAGYZB020000013.1:4122494-4124841', '+::HG01358#1#JAGYZB020000017.1:197968-200315', '+::HG01358#1#JAGYZB020000017.1:3188598-3190945', '+::HG01358#1#JAGYZB020000018.1:25568938-25571284', '+::HG01358#1#JAGYZB020000021.1:1858793-1861134', '+::HG01358#1#JAGYZB020000040.1:2554827-2557168', '+::HG01358#1#JAGYZB020000058.1:2945412-2947753', '+::HG01358#1#JAGYZB020000059.1:1875560-1877901', '+::HG01358#1#JAGYZB020000063.1:11011486-11013831', '+::HG01358#1#JAGYZB020000065.1:1927102-1929442']	18
mPanTro3	mPanTro3_numt41	NUMT_1344bp_75%	-::chr11_hap1_hsa9:58722399-58723743	HG02572	['+::HG02572#1#CM088151.1:94761335-94763737', '+::HG02572#1#CM088152.1:95277844-95280184', '+::HG02572#1#CM088153.1:49382554-49384899', '+::HG02572#1#CM088158.1:66707035-66709375', '+::HG02572#1#CM088162.1:2775381-2777721', '+::HG02572#1#CM088167.1:31209344-31211586', '+::HG02572#1#JAHAOW020000007.1:345909-348256', '+::HG02572#1#JAHAOW020000008.1:131409986-131412332', '+::HG02572#1#JAHAOW020000012.1:3506410-3508754', '+::HG02572#1#JAHAOW020000012.1:4226756-4229103', '+::HG02572#1#JAHAOW020000033.1:751204-753544', '+::HG02572#1#JAHAOW020000036.1:328356-330703', '+::HG02572#1#JAHAOW020000039.1:2262088-2264429', '+::HG02572#1#JAHAOW020000041.1:11224218-11226563', '+::HG02572#1#JAHAOW020000043.1:2723076-2725418']	15
mPanTro3	mPanTro3_numt41	NUMT_1344bp_75%	-::chr11_hap1_hsa9:58722399-58723743	HG04184	['+::HG04184#1#CM086456.1:131811195-131813541', '+::HG04184#1#CM086457.1:91674844-91677246', '+::HG04184#1#CM086458.1:95345418-95347758', '+::HG04184#1#CM086462.1:67277964-67280303', '+::HG04184#1#CM086467.1:31124569-31126905', '+::HG04184#1#JBHDSH010000004.1:49372506-49374851', '+::HG04184#1#JBHDSH010000015.1:229275-231620', '+::HG04184#1#JBHDSH010000015.1:2885670-2888016', '+::HG04184#1#JBHDSH010000016.1:1970938-1973282', '+::HG04184#1#JBHDSH010000016.1:2804233-2806580', '+::HG04184#1#JBHDSH010000046.1:230712-233059', '+::HG04184#1#JBHDSH010000053.1:335834-338181', '+::HG04184#1#JBHDSH010000055.1:2833999-2836340', '+::HG04184#1#JBHDSH010000058.1:2502166-2504507', '+::HG04184#1#JBHDSH010000058.1:89579-91919', '+::HG04184#1#JBHDSH010000062.1:4534374-4536715', '+::HG04184#1#JBHDSH010000062.1:90599-92939', '+::HG04184#1#JBHDSH010000063.1:3464224-3466565', '+::HG04184#1#JBHDSH010000064.1:2748976-2751318', '+::HG04184#1#JBHDSH010000084.1:423937-426284']	20
mPanTro3	mPanTro3_numt42	NUMT_943bp_75%	+::chr11_hap1_hsa9:58723754-58724697	HG002	['+::HG002#1#chr13:1960102-1962047', '+::HG002#1#chr13:6296502-6298447', '+::HG002#1#chr13:7038630-7040577', '+::HG002#1#chr14:10030332-10032279', '+::HG002#1#chr14:8304399-8306346', '+::HG002#1#chr14:9167377-9169324', '+::HG002#1#chr15:2293307-2295073', '+::HG002#1#chr1:142948563-142950510', '+::HG002#1#chr20:30831316-30833254', '+::HG002#1#chr21:1579501-1581444', '+::HG002#1#chr22:1952814-1954759', '+::HG002#1#chr22:3934616-3936578', '+::HG002#1#chr22:8152978-8154921', '+::HG002#1#chr22:9055901-9057848', '+::HG002#1#chr2:94605505-94607507', '+::HG002#1#chr3:95878629-95880572', '+::HG002#1#chr4:49409776-49411726', '+::HG002#1#chr9:57741128-57743067', '+::HG002#1#chrY:11348781-11350732']	19
mPanTro3	mPanTro3_numt42	NUMT_943bp_75%	+::chr11_hap1_hsa9:58723754-58724697	HG00597	['+::HG00597#1#CM085766.1:131382291-131384239', '+::HG00597#1#CM085767.1:95257885-95259885', '+::HG00597#1#CM085768.1:94647575-94649518', '+::HG00597#1#CM085772.1:60197088-60199027', '+::HG00597#1#CM085777.1:31216972-31218910', '+::HG00597#1#JBHDUU010000005.1:315609-317560', '+::HG00597#1#JBHDUU010000013.1:157928-159888', '+::HG00597#1#JBHDUU010000013.1:3951321-3953264', '+::HG00597#1#JBHDUU010000013.1:4802466-4804413', '+::HG00597#1#JBHDUU010000049.1:49263087-49265061', '+::HG00597#1#JBHDUU010000053.1:2047268-2049210', '+::HG00597#1#JBHDUU010000056.1:1234322-1236265', '+::HG00597#1#JBHDUU010000057.1:2587113-2589056', '+::HG00597#1#JBHDUU010000059.1:3214548-3216493', '+::HG00597#1#JBHDUU010000061.1:2294390-2296335', '+::HG00597#1#JBHDUU010000062.1:2537313-2539256']	16
mPanTro3	mPanTro3_numt42	NUMT_943bp_75%	+::chr11_hap1_hsa9:58723754-58724697	HG01358	['+::HG01358#1#CM089051.1:94955823-94957820', '+::HG01358#1#CM089052.1:96402400-96404343', '+::HG01358#1#CM089053.1:49004861-49006812', '+::HG01358#1#CM089058.1:67069100-67071039', '+::HG01358#1#CM089064.1:30078577-30080421', '+::HG01358#1#JAGYZB020000002.1:251911-253859', '+::HG01358#1#JAGYZB020000013.1:218149-220097', '+::HG01358#1#JAGYZB020000013.1:3366016-3367961', '+::HG01358#1#JAGYZB020000013.1:4123849-4125796', '+::HG01358#1#JAGYZB020000017.1:196998-198960', '+::HG01358#1#JAGYZB020000017.1:3189953-3191900', '+::HG01358#1#JAGYZB020000018.1:25570293-25572242', '+::HG01358#1#JAGYZB020000021.1:1860142-1862087', '+::HG01358#1#JAGYZB020000040.1:2556176-2558121', '+::HG01358#1#JAGYZB020000058.1:2946761-2948704', '+::HG01358#1#JAGYZB020000059.1:1876909-1878854', '+::HG01358#1#JAGYZB020000063.1:11010526-11012477', '+::HG01358#1#JAGYZB020000065.1:1928450-1930393']	18
mPanTro3	mPanTro3_numt42	NUMT_943bp_75%	+::chr11_hap1_hsa9:58723754-58724697	HG02572	['+::HG02572#1#CM088151.1:94762688-94764690', '+::HG02572#1#CM088152.1:95279192-95281135', '+::HG02572#1#CM088153.1:49381573-49383546', '+::HG02572#1#CM088158.1:66708388-66710327', '+::HG02572#1#CM088162.1:2776729-2778672', '+::HG02572#1#CM088167.1:31210693-31212537', '+::HG02572#1#JAHAOW020000007.1:344941-346901', '+::HG02572#1#JAHAOW020000008.1:131411341-131413289', '+::HG02572#1#JAHAOW020000012.1:3507763-3509708', '+::HG02572#1#JAHAOW020000012.1:4228111-4230058', '+::HG02572#1#JAHAOW020000033.1:752553-754497', '+::HG02572#1#JAHAOW020000036.1:327387-329348', '+::HG02572#1#JAHAOW020000039.1:2263437-2265382', '+::HG02572#1#JAHAOW020000041.1:11223258-11225209', '+::HG02572#1#JAHAOW020000043.1:2724426-2726369']	15
mPanTro3	mPanTro3_numt42	NUMT_943bp_75%	+::chr11_hap1_hsa9:58723754-58724697	HG04184	['+::HG04184#1#CM086456.1:131812550-131814498', '+::HG04184#1#CM086457.1:91676197-91678196', '+::HG04184#1#CM086458.1:95346766-95348709', '+::HG04184#1#CM086462.1:67279316-67281255', '+::HG04184#1#CM086467.1:31125918-31127856', '+::HG04184#1#JBHDSH010000004.1:49371525-49373498', '+::HG04184#1#JBHDSH010000015.1:228318-230266', '+::HG04184#1#JBHDSH010000015.1:2884713-2886662', '+::HG04184#1#JBHDSH010000016.1:1972291-1974236', '+::HG04184#1#JBHDSH010000016.1:2805588-2807535', '+::HG04184#1#JBHDSH010000046.1:229751-231703', '+::HG04184#1#JBHDSH010000053.1:334873-336825', '+::HG04184#1#JBHDSH010000055.1:2835348-2837291', '+::HG04184#1#JBHDSH010000058.1:2503515-2505460', '+::HG04184#1#JBHDSH010000058.1:88804-90566', '+::HG04184#1#JBHDSH010000062.1:4535723-4537666', '+::HG04184#1#JBHDSH010000062.1:89824-91586', '+::HG04184#1#JBHDSH010000063.1:3465573-3467518', '+::HG04184#1#JBHDSH010000064.1:2750326-2752269', '+::HG04184#1#JBHDSH010000084.1:422969-424929']	20
mPanTro3	mPanTro3_numt43	NUMT_503bp_75%	+::chr11_hap1_hsa9:68445843-68446346	HG002	['+::HG002#1#chr9:70924455-70925963']	1
mPanTro3	mPanTro3_numt43	NUMT_503bp_75%	+::chr11_hap1_hsa9:68445843-68446346	HG00597	['+::HG00597#1#CM085772.1:73371885-73373390']	1
mPanTro3	mPanTro3_numt43	NUMT_503bp_75%	+::chr11_hap1_hsa9:68445843-68446346	HG01358	['+::HG01358#1#CM089058.1:80259830-80261335']	1
mPanTro3	mPanTro3_numt43	NUMT_503bp_75%	+::chr11_hap1_hsa9:68445843-68446346	HG02572	['+::HG02572#1#CM088158.1:78805677-78807182']	1
mPanTro3	mPanTro3_numt43	NUMT_503bp_75%	+::chr11_hap1_hsa9:68445843-68446346	HG04184	['+::HG04184#1#CM086462.1:80452916-80454421']	1
mPanTro3	mPanTro3_numt44	NUMT_1810bp_76%	-::chr11_hap1_hsa9:69235343-69237153	HG002	['+::HG002#1#chr9:71702058-71704870']	1
mPanTro3	mPanTro3_numt44	NUMT_1810bp_76%	-::chr11_hap1_hsa9:69235343-69237153	HG00597	['+::HG00597#1#CM085772.1:74149390-74152202']	1
mPanTro3	mPanTro3_numt44	NUMT_1810bp_76%	-::chr11_hap1_hsa9:69235343-69237153	HG01358	['+::HG01358#1#CM089058.1:81037259-81040071']	1
mPanTro3	mPanTro3_numt44	NUMT_1810bp_76%	-::chr11_hap1_hsa9:69235343-69237153	HG02572	['+::HG02572#1#CM088158.1:79583142-79585954']	1
mPanTro3	mPanTro3_numt44	NUMT_1810bp_76%	-::chr11_hap1_hsa9:69235343-69237153	HG04184	['+::HG04184#1#CM086462.1:81230401-81233213']	1
mPanTro3	mPanTro3_numt45	NUMT_403bp_80%	-::chr11_hap1_hsa9:69237422-69237825	HG002	['+::HG002#1#chr9:71704136-71705542']	1
mPanTro3	mPanTro3_numt45	NUMT_403bp_80%	-::chr11_hap1_hsa9:69237422-69237825	HG00597	['+::HG00597#1#CM085772.1:74151468-74152874']	1
mPanTro3	mPanTro3_numt45	NUMT_403bp_80%	-::chr11_hap1_hsa9:69237422-69237825	HG01358	['+::HG01358#1#CM089058.1:81039337-81040743']	1
mPanTro3	mPanTro3_numt45	NUMT_403bp_80%	-::chr11_hap1_hsa9:69237422-69237825	HG02572	['+::HG02572#1#CM088158.1:79585220-79586626']	1
mPanTro3	mPanTro3_numt45	NUMT_403bp_80%	-::chr11_hap1_hsa9:69237422-69237825	HG04184	['+::HG04184#1#CM086462.1:81232479-81233885']	1
mPanTro3	mPanTro3_numt46	NUMT_215bp_78%	-::chr11_hap1_hsa9:69238559-69238774	HG002	['+::HG002#1#chr9:71705276-71706492']	1
mPanTro3	mPanTro3_numt46	NUMT_215bp_78%	-::chr11_hap1_hsa9:69238559-69238774	HG00597	['+::HG00597#1#CM085772.1:74152608-74153824']	1
mPanTro3	mPanTro3_numt46	NUMT_215bp_78%	-::chr11_hap1_hsa9:69238559-69238774	HG01358	['+::HG01358#1#CM089058.1:81040477-81041693']	1
mPanTro3	mPanTro3_numt46	NUMT_215bp_78%	-::chr11_hap1_hsa9:69238559-69238774	HG02572	['+::HG02572#1#CM088158.1:79586360-79587576']	1
mPanTro3	mPanTro3_numt46	NUMT_215bp_78%	-::chr11_hap1_hsa9:69238559-69238774	HG04184	['+::HG04184#1#CM086462.1:81233619-81234835']	1
mPanTro3	mPanTro3_numt47	NUMT_96bp_79%	-::chr11_hap1_hsa9:69305143-69305239	HG002	['+::HG002#1#chr9:71771996-71773092']	1
mPanTro3	mPanTro3_numt47	NUMT_96bp_79%	-::chr11_hap1_hsa9:69305143-69305239	HG00597	['+::HG00597#1#CM085772.1:74219412-74220508']	1
mPanTro3	mPanTro3_numt47	NUMT_96bp_79%	-::chr11_hap1_hsa9:69305143-69305239	HG01358	['+::HG01358#1#CM089058.1:81107179-81108275']	1
mPanTro3	mPanTro3_numt47	NUMT_96bp_79%	-::chr11_hap1_hsa9:69305143-69305239	HG02572	['+::HG02572#1#CM088158.1:79653137-79654233']	1
mPanTro3	mPanTro3_numt47	NUMT_96bp_79%	-::chr11_hap1_hsa9:69305143-69305239	HG04184	['+::HG04184#1#CM086462.1:81300427-81301523']	1
mPanTro3	mPanTro3_numt48	NUMT_2425bp_76%	-::chr11_hap1_hsa9:71033671-71036096	HG002	['+::HG002#1#chr9:73527357-73530773']	1
mPanTro3	mPanTro3_numt48	NUMT_2425bp_76%	-::chr11_hap1_hsa9:71033671-71036096	HG00597	['+::HG00597#1#CM085772.1:75972057-75975468']	1
mPanTro3	mPanTro3_numt48	NUMT_2425bp_76%	-::chr11_hap1_hsa9:71033671-71036096	HG01358	['+::HG01358#1#CM089058.1:82859329-82862738']	1
mPanTro3	mPanTro3_numt48	NUMT_2425bp_76%	-::chr11_hap1_hsa9:71033671-71036096	HG02572	['+::HG02572#1#CM088158.1:81405931-81409346']	1
mPanTro3	mPanTro3_numt48	NUMT_2425bp_76%	-::chr11_hap1_hsa9:71033671-71036096	HG04184	['+::HG04184#1#CM086462.1:83052927-83056322']	1
mPanTro3	mPanTro3_numt49	NUMT_813bp_77%	-::chr11_hap1_hsa9:72887979-72888792	HG002	['+::HG002#1#chr9:75385935-75387744']	1
mPanTro3	mPanTro3_numt49	NUMT_813bp_77%	-::chr11_hap1_hsa9:72887979-72888792	HG00597	['+::HG00597#1#CM085772.1:77828135-77829944']	1
mPanTro3	mPanTro3_numt49	NUMT_813bp_77%	-::chr11_hap1_hsa9:72887979-72888792	HG01358	['+::HG01358#1#CM089058.1:84719383-84721192']	1
mPanTro3	mPanTro3_numt49	NUMT_813bp_77%	-::chr11_hap1_hsa9:72887979-72888792	HG02572	['+::HG02572#1#CM088158.1:83267324-83269133']	1
mPanTro3	mPanTro3_numt49	NUMT_813bp_77%	-::chr11_hap1_hsa9:72887979-72888792	HG04184	['+::HG04184#1#CM086462.1:84912196-84914005']	1
mPanTro3	mPanTro3_numt50	NUMT_61bp_82%	+::chr11_hap1_hsa9:75775372-75775433	HG002	['+::HG002#1#chr9:78279783-78280844']	1
mPanTro3	mPanTro3_numt50	NUMT_61bp_82%	+::chr11_hap1_hsa9:75775372-75775433	HG00597	['+::HG00597#1#CM085772.1:80721997-80723058']	1
mPanTro3	mPanTro3_numt50	NUMT_61bp_82%	+::chr11_hap1_hsa9:75775372-75775433	HG01358	['+::HG01358#1#CM089058.1:87613198-87614259']	1
mPanTro3	mPanTro3_numt50	NUMT_61bp_82%	+::chr11_hap1_hsa9:75775372-75775433	HG02572	['+::HG02572#1#CM088158.1:86160135-86161196']	1
mPanTro3	mPanTro3_numt50	NUMT_61bp_82%	+::chr11_hap1_hsa9:75775372-75775433	HG04184	['+::HG04184#1#CM086462.1:87805562-87806623']	1
mPanTro3	mPanTro3_numt51	NUMT_172bp_82%	+::chr11_hap1_hsa9:80990858-80991030	HG002	['+::HG002#1#chr9:35014166-35015342']	1
mPanTro3	mPanTro3_numt51	NUMT_172bp_82%	+::chr11_hap1_hsa9:80990858-80991030	HG00597	['+::HG00597#1#CM085772.1:35002496-35003671']	1
mPanTro3	mPanTro3_numt51	NUMT_172bp_82%	+::chr11_hap1_hsa9:80990858-80991030	HG01358	['+::HG01358#1#CM089058.1:35004732-35005907']	1
